,FT9,FC1,TP9,Oz,P8,F8,Fp2,AF7
FT9,0.49382716049382713,0.0,0.0,0.0,0.5061728395061729,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.3264705882352941,0.0,0.19117647058823528,0.24411764705882352,0.23823529411764705
P8,0.35714285714285715,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.25096525096525096,0.0,0.2471042471042471,0.25096525096525096,0.25096525096525096
Fp2,0.0,0.0,0.0,0.2599388379204893,0.0,0.19877675840978593,0.28134556574923547,0.2599388379204893
AF7,0.0,0.0,0.0,0.2618296529968454,0.0,0.20504731861198738,0.26813880126182965,0.26498422712933756
