,FT9,P8,C4,FT10,F8,Fp2,AF7,AF8
FT9,0.6545454545454545,0.14545454545454545,0.0,0.0,0.0,0.0,0.2,0.0
P8,0.34615384615384615,0.3076923076923077,0.0,0.0,0.0,0.0,0.34615384615384615,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3870967741935484,0.25806451612903225,0.0,0.0,0.0,0.0,0.3548387096774194,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
