,FT9,FC1,TP9,Oz,P8,F8,Fp2,AF7
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.34210526315789475,0.34210526315789475
Fp2,0.0,0.0,0.0,0.0,0.0,0.24489795918367346,0.4897959183673469,0.2653061224489796
AF7,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.358974358974359,0.3333333333333333
