,FT9,FC1,TP9,Oz,P8,F8,Fp2,AF7
FT9,0.6101694915254238,0.004842615012106538,0.0,0.11380145278450363,0.18886198547215496,0.0,0.0,0.08232445520581114
FC1,0.010676156583629894,0.2918149466192171,0.0,0.010676156583629894,0.05338078291814947,0.20284697508896798,0.23843416370106763,0.19217081850533807
TP9,0.0,0.0,0.6424870466321243,0.35751295336787564,0.0,0.0,0.0,0.0
Oz,0.07894736842105263,0.003289473684210526,0.11348684210526316,0.3717105263157895,0.0,0.1069078947368421,0.13651315789473684,0.18914473684210525
P8,0.18795180722891566,0.03855421686746988,0.0,0.0,0.5807228915662651,0.07710843373493977,0.07710843373493977,0.03855421686746988
F8,0.0,0.06092436974789916,0.0,0.06827731092436974,0.031512605042016806,0.3644957983193277,0.2542016806722689,0.22058823529411764
Fp2,0.0,0.07006369426751592,0.0,0.09023354564755838,0.03184713375796178,0.25796178343949044,0.31104033970276007,0.23885350318471338
AF7,0.035,0.054,0.0,0.118,0.015,0.213,0.227,0.338
