,frontalpole-lh,fusiform-rh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,parahippocampal-lh,pericalcarine-rh
frontalpole-lh,0.6478494623655914,0.08602150537634409,0.056451612903225805,0.08333333333333333,0.0456989247311828,0.002688172043010753,0.021505376344086023,0.056451612903225805
fusiform-rh,0.054616384915474644,0.270481144343303,0.14564369310793238,0.09362808842652796,0.11053315994798439,0.1378413524057217,0.018205461638491547,0.16905071521456436
inferiorparietal-rh,0.0210727969348659,0.09482758620689655,0.31992337164750956,0.12452107279693486,0.1896551724137931,0.08045977011494253,0.022988505747126436,0.14655172413793102
isthmuscingulate-rh,0.038869257950530034,0.08716136631330977,0.1354534746760895,0.36042402826855124,0.1425206124852768,0.09658421672555949,0.02237926972909305,0.1166077738515901
lateraloccipital-rh,0.01625,0.09,0.20125,0.155,0.31625,0.08,0.02875,0.1125
lingual-rh,0.00510204081632653,0.17729591836734693,0.12244897959183673,0.12755102040816327,0.10204081632653061,0.2614795918367347,0.02040816326530612,0.1836734693877551
parahippocampal-lh,0.016666666666666666,0.027777777777777776,0.06111111111111111,0.07222222222222222,0.03888888888888889,0.05,0.7083333333333334,0.025
pericalcarine-rh,0.024826216484607744,0.14299900695134063,0.1628599801390268,0.1221449851042701,0.11420059582919563,0.13505461767626614,0.010923535253227408,0.2869910625620655
