,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.14359733530717986,0.14063656550703182,0.13323464100666174,0.12065136935603257,0.12139156180606958,0.11621021465581051,0.09474463360473723,0.12953367875647667
frontalpole-rh,0.14200743494423793,0.1412639405204461,0.13382899628252787,0.11895910780669144,0.12193308550185873,0.11672862453531599,0.09516728624535316,0.13011152416356878
insula-rh,0.10541642399534071,0.10541642399534071,0.18695398951659872,0.11357018054746651,0.1712288875946418,0.09143855562026791,0.07454863133372161,0.151426907396622
isthmuscingulate-rh,0.12480739599383667,0.12172573189522343,0.14869029275808937,0.15870570107858242,0.13636363636363635,0.0963020030816641,0.07395993836671803,0.13944530046224962
lateralorbitofrontal-rh,0.10067114093959731,0.10067114093959731,0.18120805369127516,0.10921293471629043,0.18181818181818182,0.09579011592434411,0.07809640024405125,0.1525320317266626
medialorbitofrontal-rh,0.1314475873544093,0.1314475873544093,0.1314475873544093,0.10565723793677205,0.1314475873544093,0.13061564059900166,0.1064891846921797,0.1314475873544093
rostralanteriorcingulate-lh,0.129,0.129,0.129,0.098,0.129,0.129,0.128,0.129
rostralanteriorcingulate-rh,0.11062225015713388,0.11062225015713388,0.16404776869893148,0.11627906976744186,0.1565053425518542,0.09868007542426147,0.08045254556882464,0.16279069767441862
