,frontalpole-rh,fusiform-lh,inferiortemporal-rh,isthmuscingulate-rh,lingual-lh,middletemporal-rh,parahippocampal-lh,pericalcarine-lh
frontalpole-rh,0.581081081081081,0.04054054054054054,0.0,0.0,0.1891891891891892,0.0,0.1891891891891892,0.0
fusiform-lh,0.008333333333333333,0.6,0.0,0.05,0.0,0.0,0.16666666666666666,0.175
inferiortemporal-rh,0.0,0.0,0.5844155844155844,0.0,0.0,0.4155844155844156,0.0,0.0
isthmuscingulate-rh,0.0,0.029850746268656716,0.0,0.5373134328358209,0.17164179104477612,0.0,0.12686567164179105,0.13432835820895522
lingual-lh,0.1095890410958904,0.00684931506849315,0.0,0.13013698630136986,0.4794520547945205,0.0,0.273972602739726,0.0
middletemporal-rh,0.0,0.0,0.4117647058823529,0.0,0.0,0.5882352941176471,0.0,0.0
parahippocampal-lh,0.07407407407407407,0.14814814814814814,0.0,0.09259259259259259,0.2222222222222222,0.0,0.3765432098765432,0.08641975308641975
pericalcarine-lh,0.0,0.1297709923664122,0.0,0.183206106870229,0.015267175572519083,0.0,0.0916030534351145,0.5801526717557252
