,cuneus-rh,frontalpole-lh,isthmuscingulate-rh,lateraloccipital-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
cuneus-rh,0.7005988023952096,0.0,0.041916167664670656,0.2215568862275449,0.017964071856287425,0.0,0.017964071856287425,0.0
frontalpole-lh,0.0,0.9865771812080537,0.0,0.0,0.0,0.0,0.0,0.013422818791946308
isthmuscingulate-rh,0.05,0.0,0.7,0.20833333333333334,0.025,0.016666666666666666,0.0,0.0
lateraloccipital-rh,0.18009478672985782,0.0,0.11374407582938388,0.6919431279620853,0.014218009478672985,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808,0.7083333333333334,0.16071428571428573,0.0,0.05952380952380952
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.27350427350427353,0.7264957264957265,0.0,0.0
temporalpole-rh,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.9923076923076923,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.05161290322580645,0.0,0.0,0.9483870967741935
