,entorhinal-lh,isthmuscingulate-rh,lateraloccipital-lh,parstriangularis-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.2116788321167883,0.19708029197080293,0.0,0.19708029197080293,0.20437956204379562,0.1897810218978102,0.0
lateraloccipital-lh,0.0,0.2,0.2,0.0,0.2,0.20689655172413793,0.19310344827586207,0.0
parstriangularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.2,0.2,0.0,0.2,0.20689655172413793,0.19310344827586207,0.0
rostralanteriorcingulate-lh,0.0,0.2112676056338028,0.19718309859154928,0.0,0.19718309859154928,0.20422535211267606,0.19014084507042253,0.0
rostralanteriorcingulate-rh,0.0,0.1917808219178082,0.2054794520547945,0.0,0.2054794520547945,0.19863013698630136,0.19863013698630136,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
