,F3,Pz,P4,CP2,AF7,AF3,AFz,P2
F3,0.3333333333333333,0.0,0.0,0.0,0.335,0.0,0.33166666666666667,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3333333333333333,0.0,0.0,0.0,0.335,0.0,0.33166666666666667,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.333889816360601,0.0,0.0,0.0,0.333889816360601,0.0,0.332220367278798,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
