,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fz,0.06297229219143577,0.011083123425692695,0.03677581863979849,0.005037783375314861,0.020151133501259445,0.008564231738035265,0.016120906801007556,0.009571788413098237,0.017632241813602016,0.02216624685138539,0.02115869017632242,0.03526448362720403,0.005037783375314861,0.00906801007556675,0.00654911838790932,0.02065491183879093,0.012090680100755667,0.008060453400503778,0.024181360201511334,0.01309823677581864,0.021662468513853905,0.003526448362720403,0.016120906801007556,0.01964735516372796,0.02216624685138539,0.015113350125944584,0.02367758186397985,0.007556675062972292,0.007052896725440806,0.004534005037783375,0.0020151133501259445,0.009571788413098237,0.024181360201511334,0.035768261964735516,0.010075566750629723,0.03677581863979849,0.024181360201511334,0.003022670025188917,0.004534005037783375,0.00654911838790932,0.026700251889168764,0.014105793450881612,0.01964735516372796,0.01057934508816121,0.00906801007556675,0.012090680100755667,0.008564231738035265,0.022670025188916875,0.020151133501259445,0.020151133501259445,0.02367758186397985,0.0020151133501259445,0.017632241813602016,0.030226700251889168,0.021662468513853905,0.0055415617128463475,0.02367758186397985,0.018639798488664986,0.030226700251889168
F3,0.011052631578947368,0.06842105263157895,0.008421052631578947,0.007368421052631579,0.03263157894736842,0.017368421052631578,0.03,0.002105263157894737,0.03263157894736842,0.018421052631578946,0.017368421052631578,0.005789473684210527,0.02,0.02157894736842105,0.012105263157894737,0.004210526315789474,0.03315789473684211,0.02368421052631579,0.0010526315789473684,0.016842105263157894,0.005789473684210527,0.005263157894736842,0.0010526315789473684,0.03263157894736842,0.007894736842105263,0.04631578947368421,0.019473684210526317,0.019473684210526317,0.018947368421052633,0.007894736842105263,0.024210526315789474,0.01368421052631579,0.004210526315789474,0.010526315789473684,0.034736842105263156,0.0,0.016842105263157894,0.003157894736842105,0.019473684210526317,0.02736842105263158,0.018421052631578946,0.028421052631578948,0.01,0.012105263157894737,0.014736842105263158,0.034210526315789476,0.03,0.002631578947368421,0.02157894736842105,0.02157894736842105,0.016842105263157894,0.022631578947368423,0.008421052631578947,0.008947368421052631,0.006842105263157895,0.02157894736842105,0.00631578947368421,0.0015789473684210526,0.01
F7,0.034919028340080975,0.00708502024291498,0.056174089068825914,0.015182186234817813,0.011639676113360324,0.01417004048582996,0.0010121457489878543,0.011639676113360324,0.014676113360323886,0.01568825910931174,0.0075910931174089065,0.03390688259109312,0.018724696356275303,0.004048582995951417,0.008097165991902834,0.009615384615384616,0.011639676113360324,0.015182186234817813,0.02277327935222672,0.010121457489878543,0.016700404858299597,0.005060728744939271,0.028846153846153848,0.01771255060728745,0.034919028340080975,0.01062753036437247,0.03137651821862348,0.0,0.0,0.011133603238866396,0.0,0.00354251012145749,0.03694331983805668,0.04959514170040486,0.004554655870445344,0.023785425101214574,0.029352226720647773,0.016700404858299597,0.014676113360323886,0.009615384615384616,0.013663967611336033,0.012651821862348178,0.013157894736842105,0.003036437246963563,0.0025303643724696357,0.012145748987854251,0.011639676113360324,0.019736842105263157,0.020748987854251014,0.013157894736842105,0.00708502024291498,0.008097165991902834,0.02327935222672065,0.03643724696356275,0.034919028340080975,0.0,0.039979757085020245,0.030364372469635626,0.02834008097165992
FT9,0.005559416261292564,0.009728978457261988,0.019457956914523976,0.0729673384294649,0.002779708130646282,0.015983321751216122,0.001389854065323141,0.02849200833912439,0.0,0.0,0.009728978457261988,0.014593467685892982,0.02849200833912439,0.006949270326615705,0.004864489228630994,0.009034051424600417,0.017373175816539264,0.02501737317581654,0.02849200833912439,0.015288394718554551,0.006949270326615705,0.015983321751216122,0.03335649756775538,0.0,0.04030576789437109,0.006949270326615705,0.01250868658790827,0.004864489228630994,0.009728978457261988,0.0423905489923558,0.0006949270326615705,0.0118137595552467,0.022237665045170257,0.020847810979847115,0.001389854065323141,0.017373175816539264,0.015288394718554551,0.04794996525364837,0.022237665045170257,0.017373175816539264,0.006254343293954135,0.006254343293954135,0.01250868658790827,0.006254343293954135,0.01389854065323141,0.01667824878387769,0.015983321751216122,0.018068102849200834,0.017373175816539264,0.014593467685892982,0.002779708130646282,0.018068102849200834,0.029186935371785964,0.021542738012508687,0.04030576789437109,0.0020847810979847115,0.03822098679638638,0.03127171646977067,0.022237665045170257
FC5,0.01734820322180917,0.02560925237505163,0.010326311441553077,0.0020652622883106154,0.05947955390334572,0.00784799669558034,0.03676166873192895,0.013630731102850062,0.023543990086741014,0.02271788517141677,0.00660883932259397,0.011565468814539447,0.013630731102850062,0.01197852127220157,0.020652622883106153,0.01734820322180917,0.01197852127220157,0.003304419661296985,0.012391573729863693,0.03180503923998348,0.027261462205700124,0.0037174721189591076,0.009087154068566708,0.03345724907063197,0.006195786864931847,0.030978934324659233,0.030978934324659233,0.01900041305245766,0.011565468814539447,0.0037174721189591076,0.024370095002065262,0.009087154068566708,0.020652622883106153,0.01197852127220157,0.02973977695167286,0.012804626187525816,0.024370095002065262,0.0020652622883106154,0.0214787277984304,0.027261462205700124,0.02808756712102437,0.02932672449401074,0.0057827344072697235,0.009087154068566708,0.011152416356877323,0.01197852127220157,0.00784799669558034,0.0107393638992152,0.020652622883106153,0.0161090458488228,0.03056588186699711,0.009087154068566708,0.006195786864931847,0.014043783560512184,0.00784799669558034,0.020652622883106153,0.009087154068566708,0.010326311441553077,0.021065675340768277
FC1,0.009036144578313253,0.01927710843373494,0.01566265060240964,0.014457831325301205,0.01144578313253012,0.06807228915662651,0.03072289156626506,0.01566265060240964,0.019879518072289156,0.02289156626506024,0.006024096385542169,0.01566265060240964,0.01746987951807229,0.004216867469879518,0.015060240963855422,0.01144578313253012,0.023493975903614458,0.02650602409638554,0.010843373493975903,0.010843373493975903,0.01927710843373494,0.007228915662650603,0.01746987951807229,0.016265060240963854,0.01746987951807229,0.018674698795180723,0.015060240963855422,0.01746987951807229,0.016265060240963854,0.012048192771084338,0.030120481927710843,0.018072289156626505,0.019879518072289156,0.014457831325301205,0.02710843373493976,0.005421686746987952,0.0018072289156626507,0.012650602409638554,0.021686746987951807,0.021686746987951807,0.008433734939759036,0.030120481927710843,0.013855421686746987,0.0012048192771084338,0.01325301204819277,0.023493975903614458,0.02289156626506024,0.008433734939759036,0.02108433734939759,0.019879518072289156,0.02108433734939759,0.020481927710843374,0.01927710843373494,0.008433734939759036,0.020481927710843374,0.016867469879518072,0.016867469879518072,0.015060240963855422,0.0
C3,0.01689347724073205,0.02674800563115908,0.0018770530267480056,0.0014077897700610043,0.04176442984514313,0.024870952604411075,0.0661661191928672,0.012200844673862036,0.030971374941342094,0.028155795401220086,0.012200844673862036,0.012200844673862036,0.00656968559361802,0.015954950727358048,0.011262318160488035,0.022055373064289067,0.01360863444392304,0.00328484279680901,0.01689347724073205,0.025809479117785077,0.018770530267480056,0.004223369310183012,0.007977475363679024,0.028155795401220086,0.0028155795401220087,0.0328484279680901,0.014547160957297044,0.03050211168465509,0.01923979352416706,0.0014077897700610043,0.03847958704833412,0.01923979352416706,0.009854528390427029,0.004223369310183012,0.04223369310183012,0.008446738620366025,0.009854528390427029,0.0,0.017362740497419052,0.027686532144533083,0.022055373064289067,0.030971374941342094,0.009854528390427029,0.011262318160488035,0.017832003754106054,0.01360863444392304,0.008446738620366025,0.01313937118723604,0.012200844673862036,0.018301267010793053,0.0333176912247771,0.011262318160488035,0.008916001877053027,0.005631159080244017,0.0,0.029094321914594087,0.0,0.009854528390427029,0.015485687470671047
T7,0.013821700069108501,0.002073255010366275,0.0165860400829302,0.031098825155494125,0.021423635107118175,0.0165860400829302,0.0165860400829302,0.07256392536281962,0.00414651002073255,0.008984105044920525,0.0,0.0165860400829302,0.0248790601243953,0.006219765031098825,0.018659295093296474,0.019350380096751902,0.020041465100207326,0.014512785072563926,0.035245335176226675,0.014512785072563926,0.031098825155494125,0.0165860400829302,0.04008293020041465,0.0034554250172771253,0.033863165169315826,0.0,0.023496890117484452,0.0048375950241879755,0.006910850034554251,0.024187975120939877,0.010366275051831375,0.0048375950241879755,0.036627505183137524,0.013130615065653075,0.0,0.0248790601243953,0.0082930200414651,0.027643400138217002,0.017277125086385625,0.01243953006219765,0.021423635107118175,0.01243953006219765,0.0110573600552868,0.0,0.0055286800276434,0.02073255010366275,0.011748445058742226,0.020041465100207326,0.006219765031098825,0.0048375950241879755,0.01796821008984105,0.009675190048375951,0.020041465100207326,0.008984105044920525,0.02902557014512785,0.0048375950241879755,0.024187975120939877,0.043538355217691775,0.013821700069108501
TP9,0.018740239458615304,0.03071317022384175,0.015616866215512754,0.0,0.029672045809474232,0.019260801665799063,0.034877667881311816,0.0052056220718375845,0.06350858927641853,0.021343050494534097,0.015616866215512754,0.018219677251431546,0.011452368558042686,0.008849557522123894,0.014055179593961478,0.010931806350858927,0.01717855283706403,0.011972930765226444,0.0031233732431025507,0.011452368558042686,0.008328995314940135,0.0031233732431025507,0.003643935450286309,0.024466423737636647,0.00989068193649141,0.03695991671004685,0.014575741801145237,0.026028110359187923,0.020822488287350338,0.0015616866215512754,0.029672045809474232,0.018740239458615304,0.011452368558042686,0.020822488287350338,0.034877667881311816,0.015616866215512754,0.02342529932326913,0.002082248828735034,0.0005205622071837585,0.024466423737636647,0.018219677251431546,0.02654867256637168,0.02654867256637168,0.008328995314940135,0.011972930765226444,0.01665799062988027,0.013014055179593961,0.005726184279021343,0.02706923477355544,0.011972930765226444,0.021863612701717855,0.010411244143675169,0.007287870900572618,0.014575741801145237,0.00989068193649141,0.029672045809474232,0.010411244143675169,0.013014055179593961,0.02394586153045289
CP5,0.029218843172331546,0.020870602265951103,0.020274299344066785,0.0,0.033392963625521764,0.02146690518783542,0.03637447823494335,0.008944543828264758,0.024448419797257006,0.0626118067978533,0.009540846750149075,0.020870602265951103,0.010137149672033392,0.013714967203339297,0.022063208109719738,0.022659511031604056,0.013714967203339297,0.002385211687537269,0.011926058437686345,0.020870602265951103,0.02981514609421586,0.007155635062611807,0.014311270125223614,0.029218843172331546,0.013714967203339297,0.02802623732856291,0.026833631484794274,0.014311270125223614,0.005963029218843173,0.0,0.020870602265951103,0.004770423375074538,0.01908169350029815,0.022063208109719738,0.03041144901610018,0.027429934406678593,0.016100178890876567,0.0,0.0041741204531902205,0.007751937984496124,0.016100178890876567,0.015503875968992248,0.00655933214072749,0.008944543828264758,0.015503875968992248,0.013714967203339297,0.009540846750149075,0.011926058437686345,0.0172927847346452,0.015503875968992248,0.024448419797257006,0.015503875968992248,0.013714967203339297,0.01490757304710793,0.01311866428145498,0.018485390578413835,0.013714967203339297,0.012522361359570662,0.015503875968992248
