,bankssts-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
bankssts-lh,0.8350364963503649,0.0,0.0,0.0,0.08467153284671533,0.024817518248175182,0.040875912408759124,0.014598540145985401
frontalpole-rh,0.0,0.6345919610231425,0.09013398294762484,0.16199756394640683,0.0,0.018270401948842874,0.024360535931790498,0.07064555420219244
insula-rh,0.0,0.08292682926829269,0.598780487804878,0.09634146341463415,0.013414634146341463,0.09024390243902439,0.03536585365853658,0.08292682926829269
medialorbitofrontal-rh,0.0,0.15411764705882353,0.08823529411764706,0.5258823529411765,0.042352941176470586,0.0,0.12941176470588237,0.06
parahippocampal-lh,0.07259073842302878,0.0,0.01376720901126408,0.05006257822277847,0.6983729662077597,0.023779724655819776,0.11639549436795996,0.025031289111389236
parahippocampal-rh,0.024890190336749635,0.01903367496339678,0.11420204978038068,0.0,0.03367496339677892,0.8023426061493412,0.0,0.005856515373352855
rostralanteriorcingulate-lh,0.027972027972027972,0.027972027972027972,0.038461538461538464,0.13752913752913754,0.10955710955710955,0.0,0.6363636363636364,0.022144522144522144
temporalpole-rh,0.010376134889753566,0.07522697795071336,0.07522697795071336,0.0648508430609598,0.023346303501945526,0.007782101167315175,0.019455252918287938,0.7237354085603113
