,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.4755178907721281,0.1318267419962335,0.16666666666666666,0.003766478342749529,0.0,0.009416195856873822,0.04143126177024482,0.1713747645951036
medialorbitofrontal-lh,0.14757709251101322,0.5308370044052864,0.16409691629955947,0.004405286343612335,0.0,0.0,0.0881057268722467,0.06497797356828194
medialorbitofrontal-rh,0.18421052631578946,0.15692007797270954,0.4697855750487329,0.0,0.004873294346978557,0.0,0.050682261208576995,0.13352826510721247
parahippocampal-lh,0.008902077151335312,0.011869436201780416,0.0,0.8382789317507419,0.020771513353115726,0.03115727002967359,0.057863501483679525,0.03115727002967359
parahippocampal-rh,0.0,0.0,0.013910355486862442,0.03400309119010819,0.758887171561051,0.1839258114374034,0.00927357032457496,0.0
parsopercularis-rh,0.011188811188811189,0.0,0.0,0.02937062937062937,0.16363636363636364,0.7328671328671329,0.0,0.06293706293706294
rostralanteriorcingulate-lh,0.08280254777070063,0.12101910828025478,0.08598726114649681,0.06528662420382166,0.006369426751592357,0.0,0.5907643312101911,0.04777070063694268
rostralanteriorcingulate-rh,0.18319838056680163,0.06578947368421052,0.1305668016194332,0.01720647773279352,0.0,0.04554655870445344,0.02834008097165992,0.5293522267206477
