,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.3364485981308411,0.0,0.3364485981308411,0.0,0.0,0.0,0.0,0.32710280373831774
caudalmiddlefrontal-rh,0.0,0.3191489361702128,0.13297872340425532,0.13297872340425532,0.13297872340425532,0.13297872340425532,0.0851063829787234,0.06382978723404255
postcentral-rh,0.12714776632302405,0.0859106529209622,0.25773195876288657,0.11683848797250859,0.11683848797250859,0.1134020618556701,0.0,0.18213058419243985
rostralmiddlefrontal-lh,0.0,0.13812154696132597,0.1878453038674033,0.20441988950276244,0.20994475138121546,0.19337016574585636,0.0,0.06629834254143646
rostralmiddlefrontal-rh,0.0,0.11363636363636363,0.15454545454545454,0.17272727272727273,0.33181818181818185,0.17272727272727273,0.0,0.05454545454545454
superiortemporal-lh,0.0,0.10416666666666667,0.14166666666666666,0.15416666666666667,0.16666666666666666,0.30833333333333335,0.075,0.05
superiortemporal-rh,0.0,0.17204301075268819,0.0,0.0,0.0,0.1935483870967742,0.6344086021505376,0.0
supramarginal-rh,0.18592964824120603,0.06030150753768844,0.27638190954773867,0.06030150753768844,0.06030150753768844,0.06030150753768844,0.0,0.2964824120603015
