,Fp1,FT9,T8,FT10,Fp2,AF7,AF3,AF8
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.6015625,0.0,0.0,0.0,0.0,0.3984375,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.3706293706293706,0.0,0.0,0.0,0.0,0.6293706293706294,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
