,Fp1,TP9,TP10,Fp2,AF7,AFz,F1,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4954954954954955,0.0,0.0,0.0,0.0,0.0,0.5045045045045045
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.8716577540106952,0.12834224598930483,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.04240882103477523,0.9575911789652247,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.04311008468052348,0.0,0.0,0.0,0.0,0.0,0.9568899153194765
