,entorhinal-rh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-rh,0.4519230769230769,0.0,0.10576923076923077,0.05128205128205128,0.02564102564102564,0.019230769230769232,0.0,0.34615384615384615
frontalpole-lh,0.0,0.44139650872817954,0.022443890274314215,0.11471321695760599,0.0399002493765586,0.2344139650872818,0.14713216957605985,0.0
frontalpole-rh,0.08040201005025126,0.06532663316582915,0.5175879396984925,0.0728643216080402,0.10301507537688442,0.04020100502512563,0.04020100502512563,0.08040201005025126
parahippocampal-lh,0.03757225433526012,0.1531791907514451,0.07225433526011561,0.41040462427745666,0.06647398843930635,0.16473988439306358,0.049132947976878616,0.046242774566473986
parahippocampal-rh,0.026246719160104987,0.04461942257217848,0.13910761154855644,0.049868766404199474,0.6246719160104987,0.023622047244094488,0.031496062992125984,0.06036745406824147
parsorbitalis-rh,0.01580135440180587,0.22121896162528218,0.024830699774266364,0.11286681715575621,0.022573363431151242,0.5011286681715575,0.08803611738148984,0.013544018058690745
rostralanteriorcingulate-rh,0.0,0.17229729729729729,0.06756756756756757,0.057432432432432436,0.07432432432432433,0.10135135135135136,0.527027027027027,0.0
temporalpole-rh,0.22025316455696203,0.0,0.07088607594936709,0.035443037974683546,0.0810126582278481,0.010126582278481013,0.0,0.5822784810126582
