,entorhinal-rh,inferiortemporal-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,middletemporal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-rh
entorhinal-rh,0.2802197802197802,0.12362637362637363,0.1401098901098901,0.06318681318681318,0.13186813186813187,0.10714285714285714,0.10164835164835165,0.0521978021978022
inferiortemporal-rh,0.2079646017699115,0.336283185840708,0.061946902654867256,0.168141592920354,0.05309734513274336,0.09734513274336283,0.05309734513274336,0.022123893805309734
lateralorbitofrontal-rh,0.11564625850340136,0.02947845804988662,0.25396825396825395,0.0,0.2018140589569161,0.09523809523809523,0.1655328798185941,0.1383219954648526
medialorbitofrontal-rh,0.07727272727272727,0.19090909090909092,0.00909090909090909,0.42272727272727273,0.00909090909090909,0.13636363636363635,0.07272727272727272,0.08181818181818182
middletemporal-rh,0.10679611650485436,0.024271844660194174,0.18932038834951456,0.019417475728155338,0.23300970873786409,0.11893203883495146,0.17475728155339806,0.13349514563106796
parsorbitalis-lh,0.07807807807807808,0.03303303303303303,0.11711711711711711,0.0960960960960961,0.13513513513513514,0.2132132132132132,0.18018018018018017,0.14714714714714713
rostralanteriorcingulate-lh,0.05869074492099323,0.009029345372460496,0.1670428893905192,0.03611738148984198,0.18058690744920994,0.1309255079006772,0.2325056433408578,0.18510158013544017
temporalpole-rh,0.03977272727272727,0.0,0.1846590909090909,0.05113636363636364,0.1590909090909091,0.10795454545454546,0.20454545454545456,0.2528409090909091
