,Fp1,F3,P3,Fp2,AF7,F6,AF8,AF4
Fp1,0.47619047619047616,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.0
F3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
P3,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.5384615384615384
Fp2,0.3125,0.0,0.0,0.6875,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.21621621621621623,0.1891891891891892,0.0,0.0,0.0,0.0,0.5945945945945946
