,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.3111111111111111,0.0,0.06666666666666667,0.0,0.0,0.3111111111111111,0.0,0.3111111111111111
caudalmiddlefrontal-rh,0.0,0.37735849056603776,0.11320754716981132,0.0,0.24528301886792453,0.1320754716981132,0.0,0.1320754716981132
inferiorparietal-rh,0.06944444444444445,0.05555555555555555,0.3472222222222222,0.0,0.1388888888888889,0.19444444444444445,0.0,0.19444444444444445
superiorfrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiorfrontal-rh,0.0273972602739726,0.2054794520547945,0.1643835616438356,0.0,0.2465753424657534,0.1780821917808219,0.0,0.1780821917808219
superiortemporal-lh,0.14563106796116504,0.06796116504854369,0.13592233009708737,0.0,0.11650485436893204,0.2621359223300971,0.019417475728155338,0.2524271844660194
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0
supramarginal-rh,0.15151515151515152,0.06060606060606061,0.1414141414141414,0.0,0.12121212121212122,0.26262626262626265,0.0,0.26262626262626265
