,Fz,TP9,P3,Fp2,AF7,AFz,F6,AF4
Fz,0.16666666666666666,0.16666666666666666,0.0,0.20833333333333334,0.041666666666666664,0.20833333333333334,0.20833333333333334,0.0
TP9,0.12903225806451613,0.16129032258064516,0.0,0.22580645161290322,0.03225806451612903,0.22580645161290322,0.22580645161290322,0.0
P3,0.0,0.0,0.5636363636363636,0.0,0.07272727272727272,0.0,0.0,0.36363636363636365
Fp2,0.05970149253731343,0.08955223880597014,0.014925373134328358,0.26865671641791045,0.07462686567164178,0.2537313432835821,0.22388059701492538,0.014925373134328358
AF7,0.0,0.0,0.24,0.12,0.32,0.08,0.0,0.24
AFz,0.05194805194805195,0.07792207792207792,0.0,0.24675324675324675,0.05194805194805195,0.3246753246753247,0.24675324675324675,0.0
F6,0.058823529411764705,0.08823529411764706,0.0,0.23529411764705882,0.029411764705882353,0.3088235294117647,0.27941176470588236,0.0
AF4,0.0,0.0,0.4772727272727273,0.0,0.09090909090909091,0.0,0.0,0.4318181818181818
