,T7,TP9,Cz,Fp2,AF3,C1,C2,FCz
T7,0.21052631578947367,0.0,0.13157894736842105,0.0,0.21052631578947367,0.0,0.23684210526315788,0.21052631578947367
TP9,0.0,0.3114754098360656,0.0,0.3442622950819672,0.0,0.3442622950819672,0.0,0.0
Cz,0.22727272727272727,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.22727272727272727,0.18181818181818182
Fp2,0.0,0.2564102564102564,0.0,0.46153846153846156,0.0,0.28205128205128205,0.0,0.0
AF3,0.11842105263157894,0.0,0.06578947368421052,0.0,0.25,0.0,0.2894736842105263,0.27631578947368424
C1,0.0,0.3,0.0,0.36666666666666664,0.0,0.3333333333333333,0.0,0.0
C2,0.08653846153846154,0.0,0.04807692307692308,0.0,0.20192307692307693,0.0,0.36538461538461536,0.2980769230769231
FCz,0.09375,0.0,0.052083333333333336,0.0,0.21875,0.0,0.3333333333333333,0.3020833333333333
