,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,parstriangularis-lh,temporalpole-rh
entorhinal-lh,0.7325581395348837,0.0,0.046511627906976744,0.05813953488372093,0.023255813953488372,0.10465116279069768,0.03488372093023256,0.0
frontalpole-lh,0.0,0.4725274725274725,0.0,0.27472527472527475,0.0,0.0989010989010989,0.15384615384615385,0.0
frontalpole-rh,0.0594059405940594,0.0,0.6039603960396039,0.039603960396039604,0.297029702970297,0.0,0.0,0.0
medialorbitofrontal-lh,0.022388059701492536,0.21641791044776118,0.014925373134328358,0.582089552238806,0.0,0.014925373134328358,0.14925373134328357,0.0
medialorbitofrontal-rh,0.04819277108433735,0.0,0.3132530120481928,0.0,0.6385542168674698,0.0,0.0,0.0
parsorbitalis-lh,0.12941176470588237,0.08235294117647059,0.0,0.0,0.0,0.5764705882352941,0.21176470588235294,0.0
parstriangularis-lh,0.010416666666666666,0.16666666666666666,0.0,0.1875,0.0,0.22916666666666666,0.40625,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
