,cuneus-rh,frontalpole-lh,lateraloccipital-rh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-rh,pericalcarine-rh,temporalpole-rh
cuneus-rh,0.5384615384615384,0.005494505494505495,0.04945054945054945,0.016483516483516484,0.0,0.2087912087912088,0.1813186813186813,0.0
frontalpole-lh,0.022556390977443608,0.9624060150375939,0.0,0.015037593984962405,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.03308823529411765,0.0,0.4485294117647059,0.058823529411764705,0.0,0.22058823529411764,0.16176470588235295,0.07720588235294118
medialorbitofrontal-lh,0.007246376811594203,0.028985507246376812,0.13043478260869565,0.6811594202898551,0.0,0.13043478260869565,0.021739130434782608,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-rh,0.09785932721712538,0.0,0.1743119266055046,0.04892966360856269,0.0,0.4923547400611621,0.1620795107033639,0.024464831804281346
pericalcarine-rh,0.1377952755905512,0.0,0.14173228346456693,0.003937007874015748,0.0,0.19291338582677164,0.47244094488188976,0.051181102362204724
temporalpole-rh,0.0,0.0,0.11875,0.0,0.0,0.0375,0.06875,0.775
