,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.1744186046511628,0.16279069767441862,0.13953488372093023,0.13953488372093023,0.13953488372093023,0.10465116279069768,0.13953488372093023,0.0
parsopercularis-lh,0.12941176470588237,0.24705882352941178,0.09411764705882353,0.10588235294117647,0.10588235294117647,0.15294117647058825,0.10588235294117647,0.058823529411764705
rostralmiddlefrontal-rh,0.1375,0.1125,0.2,0.15,0.1375,0.1125,0.15,0.0
superiorfrontal-lh,0.1388888888888889,0.125,0.1527777777777778,0.1527777777777778,0.1388888888888889,0.1388888888888889,0.1527777777777778,0.0
superiorfrontal-rh,0.1348314606741573,0.11235955056179775,0.1348314606741573,0.1348314606741573,0.20224719101123595,0.14606741573033707,0.1348314606741573,0.0
superiorparietal-lh,0.1095890410958904,0.136986301369863,0.1095890410958904,0.1232876712328767,0.1643835616438356,0.2328767123287671,0.1232876712328767,0.0
superiorparietal-rh,0.14102564102564102,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.14102564102564102,0.1282051282051282,0.16666666666666666,0.0
superiortemporal-rh,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.7368421052631579
