,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.38864898210980875,0.0,0.10549043800123381,0.05120296113510179,0.0,0.189389265885256,0.2652683528685996,0.0
insula-rh,0.0,0.624332977588047,0.026680896478121666,0.0,0.2700106723585913,0.0,0.0,0.07897545357524013
medialorbitofrontal-rh,0.143101970865467,0.026563838903170524,0.5381319622964867,0.09682947729220223,0.022279348757497857,0.061696658097686374,0.11139674378748929,0.0
parahippocampal-lh,0.0740402193784278,0.0,0.10329067641681901,0.6928702010968921,0.0,0.05941499085923217,0.055758683729433274,0.014625228519195612
parahippocampal-rh,0.0,0.29284903518728717,0.024971623155505107,0.0,0.547105561861521,0.0,0.0170261066969353,0.11804767309875142
rostralanteriorcingulate-lh,0.2111581920903955,0.0,0.05084745762711865,0.048728813559322036,0.0,0.4293785310734463,0.2598870056497175,0.0
rostralanteriorcingulate-rh,0.25285972305839854,0.0,0.07706201083684527,0.03913305237808549,0.009030704394942806,0.2275737507525587,0.39434075857916917,0.0
temporalpole-rh,0.0,0.09433962264150944,0.0,0.018867924528301886,0.1320754716981132,0.0,0.0,0.7547169811320755
