,bankssts-rh,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-lh
bankssts-rh,0.8383152173913043,0.0,0.0,0.0,0.0625,0.0,0.0,0.09918478260869565
frontalpole-lh,0.0,0.8335832083958021,0.0,0.0,0.05847076461769116,0.08995502248875563,0.0,0.017991004497751123
frontalpole-rh,0.0,0.0,0.5360623781676414,0.1695906432748538,0.0,0.1783625730994152,0.11306042884990253,0.0029239766081871343
insula-rh,0.0,0.0,0.15644444444444444,0.4782222222222222,0.072,0.1351111111111111,0.10577777777777778,0.052444444444444446
parahippocampal-rh,0.04697986577181208,0.0436241610738255,0.0,0.0894854586129754,0.714765100671141,0.0,0.012304250559284116,0.09284116331096197
rostralanteriorcingulate-lh,0.0,0.04055944055944056,0.13566433566433567,0.11328671328671329,0.0,0.427972027972028,0.23216783216783216,0.05034965034965035
rostralanteriorcingulate-rh,0.0,0.0,0.10015649452269171,0.09780907668231612,0.008607198748043818,0.2566510172143975,0.4507042253521127,0.08607198748043818
superiorparietal-lh,0.06705539358600583,0.009718172983479106,0.006802721088435374,0.06511175898931001,0.08066083576287658,0.0738581146744412,0.10495626822157435,0.5918367346938775
