,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-lh,transversetemporal-rh
frontalpole-lh,0.3888888888888889,0.22108843537414966,0.0391156462585034,0.1417233560090703,0.0391156462585034,0.030612244897959183,0.0810657596371882,0.05839002267573696
frontalpole-rh,0.24622812311406156,0.35063367531683765,0.10681955340977671,0.15449607724803863,0.05371152685576343,0.04345202172601086,0.036210018105009054,0.008449004224502113
medialorbitofrontal-rh,0.05843681519357195,0.14097881665449233,0.47114682249817386,0.05989773557341125,0.05405405405405406,0.18553688823959094,0.029218407596785977,0.0007304601899196494
paracentral-lh,0.19598765432098766,0.19444444444444445,0.05864197530864197,0.38657407407407407,0.07021604938271606,0.04938271604938271,0.044753086419753084,0.0
rostralanteriorcingulate-lh,0.07426246185147507,0.09460834181078331,0.07121057985757884,0.09257375381485249,0.5564598168870803,0.05595116988809766,0.054933875890132246,0.0
rostralanteriorcingulate-rh,0.049166666666666664,0.06833333333333333,0.22166666666666668,0.058333333333333334,0.050833333333333335,0.4325,0.07583333333333334,0.043333333333333335
superiorparietal-lh,0.11493354182955434,0.0508209538702111,0.029710711493354185,0.04691164972634871,0.04222048475371384,0.06802189210320563,0.49569976544175137,0.15168100078186084
transversetemporal-rh,0.15217391304347827,0.02318840579710145,0.0,0.0,0.0,0.07536231884057971,0.2898550724637681,0.45942028985507244
