,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,paracentral-rh,parahippocampal-rh,rostralanteriorcingulate-lh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.16198704103671707,0.14830813534917206,0.1583873290136789,0.14254859611231102,0.16342692584593232,0.06983441324694024,0.15550755939524838
frontalpole-lh,0.0,0.1392491467576792,0.19658703071672354,0.14675767918088736,0.14880546075085324,0.14129692832764504,0.0901023890784983,0.1372013651877133
frontalpole-rh,0.0,0.15395580898075553,0.15466856735566642,0.1617961511047755,0.14896650035637918,0.15751960085531005,0.0698503207412687,0.15324305060584462
medialorbitofrontal-lh,0.0,0.13445378151260504,0.14705882352941177,0.14215686274509803,0.219187675070028,0.13795518207282914,0.07983193277310924,0.13935574229691877
paracentral-rh,0.0,0.1599433828733192,0.14791224345364473,0.1578202406227884,0.14366595895258316,0.16418966737438076,0.0686482661004954,0.1578202406227884
parahippocampal-rh,0.0,0.12452830188679245,0.1660377358490566,0.12578616352201258,0.15345911949685534,0.12452830188679245,0.19245283018867926,0.11320754716981132
rostralanteriorcingulate-lh,0.0,0.15581565471836137,0.1485003657644477,0.15874177029992684,0.14703730797366496,0.15947329919531822,0.06437454279444038,0.16605705925384054
