,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh
bankssts-lh,0.6751592356687898,0.0,0.050955414012738856,0.0,0.0,0.0,0.025477707006369428,0.2484076433121019
frontalpole-lh,0.0,0.43577981651376146,0.28440366972477066,0.0045871559633027525,0.0,0.0,0.24770642201834864,0.027522935779816515
frontalpole-rh,0.0169971671388102,0.18696883852691218,0.5382436260623229,0.0,0.0,0.0,0.2577903682719547,0.0
fusiform-lh,0.0,0.0,0.0,0.4915254237288136,0.0,0.0,0.0,0.5084745762711864
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.007246376811594203,0.21014492753623187,0.322463768115942,0.0,0.0,0.0,0.4601449275362319,0.0
parahippocampal-rh,0.1728395061728395,0.01646090534979424,0.0,0.12345679012345678,0.0,0.0,0.0,0.6872427983539094
