,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.12408759124087591,0.13138686131386862,0.13138686131386862,0.13138686131386862,0.08759124087591241,0.13138686131386862,0.13138686131386862,0.13138686131386862
parstriangularis-rh,0.09090909090909091,0.14646464646464646,0.13636363636363635,0.15151515151515152,0.07575757575757576,0.15151515151515152,0.1414141414141414,0.10606060606060606
rostralmiddlefrontal-lh,0.09,0.145,0.145,0.15,0.075,0.145,0.145,0.105
rostralmiddlefrontal-rh,0.08653846153846154,0.14423076923076922,0.14423076923076922,0.16346153846153846,0.07211538461538461,0.14903846153846154,0.13942307692307693,0.10096153846153846
superiorparietal-rh,0.11864406779661017,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.11864406779661017,0.1271186440677966,0.1271186440677966,0.1271186440677966
superiortemporal-rh,0.09045226130653267,0.1457286432160804,0.135678391959799,0.15577889447236182,0.07537688442211055,0.1507537688442211,0.1407035175879397,0.10552763819095477
supramarginal-lh,0.09183673469387756,0.14795918367346939,0.1377551020408163,0.14795918367346939,0.07653061224489796,0.14795918367346939,0.14285714285714285,0.10714285714285714
supramarginal-rh,0.11464968152866242,0.1337579617834395,0.1337579617834395,0.1337579617834395,0.08917197452229299,0.1337579617834395,0.1337579617834395,0.12738853503184713
