,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.46601941747572817,0.0,0.0,0.0,0.0,0.038834951456310676,0.33980582524271846,0.1553398058252427
frontalpole-rh,0.0,0.6829268292682927,0.0,0.2764227642276423,0.04065040650406504,0.0,0.0,0.0
lateralorbitofrontal-rh,0.017543859649122806,0.0,0.7192982456140351,0.0,0.2631578947368421,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.2605633802816901,0.0,0.4507042253521127,0.007042253521126761,0.1056338028169014,0.08450704225352113,0.09154929577464789
medialorbitofrontal-rh,0.0,0.007936507936507936,0.30158730158730157,0.0,0.6904761904761905,0.0,0.0,0.0
parsorbitalis-lh,0.044642857142857144,0.0,0.0,0.125,0.0,0.6071428571428571,0.10714285714285714,0.11607142857142858
rostralanteriorcingulate-lh,0.2080536912751678,0.0,0.0,0.0738255033557047,0.0,0.0738255033557047,0.3691275167785235,0.2751677852348993
rostralanteriorcingulate-rh,0.09375,0.0,0.0,0.0859375,0.0,0.0859375,0.28125,0.453125
