,Fz,FT9,TP10,FC2,Fp2,AFz,AF8,AF4
Fz,0.25,0.18421052631578946,0.13815789473684212,0.0,0.0,0.0,0.21710526315789475,0.21052631578947367
FT9,0.2366412213740458,0.2366412213740458,0.16793893129770993,0.0,0.0,0.0,0.17557251908396945,0.183206106870229
TP10,0.23,0.23,0.21,0.0,0.0,0.0,0.16,0.17
FC2,0.0,0.0,0.0,0.352,0.248,0.36,0.04,0.0
Fp2,0.0,0.0,0.0,0.3113207547169811,0.32075471698113206,0.29245283018867924,0.07547169811320754,0.0
AFz,0.0,0.0,0.0,0.3524590163934426,0.23770491803278687,0.38524590163934425,0.02459016393442623,0.0
AF8,0.18072289156626506,0.12048192771084337,0.0783132530120482,0.04216867469879518,0.060240963855421686,0.030120481927710843,0.30120481927710846,0.18674698795180722
AF4,0.23134328358208955,0.15671641791044777,0.1044776119402985,0.0,0.014925373134328358,0.0,0.2537313432835821,0.23880597014925373
