,Oz,O2,P8,CP2,AFz,POz,PO4,PO8
Oz,0.1625,0.0,0.0,0.16875,0.16875,0.16875,0.1625,0.16875
O2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.1625,0.0,0.0,0.16875,0.16875,0.16875,0.1625,0.16875
AFz,0.1625,0.0,0.0,0.16875,0.16875,0.16875,0.1625,0.16875
POz,0.1625,0.0,0.0,0.16875,0.16875,0.16875,0.1625,0.16875
PO4,0.1625,0.0,0.0,0.16875,0.16875,0.16875,0.1625,0.16875
PO8,0.1625,0.0,0.0,0.16875,0.16875,0.16875,0.1625,0.16875
