,frontalpole-lh,fusiform-lh,insula-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-lh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.6451612903225806,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.3225806451612903
fusiform-lh,0.0,0.6779661016949152,0.0,0.0,0.0,0.3220338983050847,0.0,0.0
insula-lh,0.0,0.0,0.8533333333333334,0.0,0.0,0.0,0.0,0.14666666666666667
lateralorbitofrontal-lh,0.09090909090909091,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.5
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.9516129032258065,0.0,0.04838709677419355,0.0
parahippocampal-lh,0.0,0.3063063063063063,0.0,0.0,0.0,0.6936936936936937,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.09433962264150944,0.0,0.9056603773584906,0.0
temporalpole-rh,0.1956521739130435,0.0,0.11956521739130435,0.11956521739130435,0.0,0.0,0.0,0.5652173913043478
