,F3,Pz,P4,CP2,AF3,AFz,PO8,P2
F3,0.39655172413793105,0.0,0.0,0.0,0.0,0.3620689655172414,0.2413793103448276,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AFz,0.39655172413793105,0.0,0.0,0.0,0.0,0.3620689655172414,0.2413793103448276,0.0
PO8,0.3409090909090909,0.0,0.0,0.0,0.0,0.3409090909090909,0.3181818181818182,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
