,Fp1,F3,Pz,P4,CP2,AF3,AFz,P2
Fp1,0.2857142857142857,0.35714285714285715,0.0,0.0,0.0,0.0,0.35714285714285715,0.0
F3,0.22727272727272727,0.36363636363636365,0.0,0.0,0.0,0.0,0.4090909090909091,0.0
Pz,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0
P4,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0
CP2,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0
AF3,0.0,0.0,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.2222222222222222,0.0,0.0
AFz,0.25,0.35,0.0,0.0,0.0,0.0,0.4,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
