,Fp1,FT9,CP1,Cz,F4,Fp2,F6,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.6346153846153846,0.07692307692307693,0.0,0.0,0.0,0.28846153846153844,0.0
CP1,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.0,0.35714285714285715,0.0
Cz,0.0,0.0,0.0,0.6268656716417911,0.373134328358209,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.5102040816326531,0.4897959183673469,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.46153846153846156,0.10256410256410256,0.0,0.0,0.0,0.4358974358974359,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
