,T7,TP9,P7,Cz,F8,Fp2,PO7,AF8
T7,0.2807017543859649,0.0,0.2719298245614035,0.14912280701754385,0.0,0.0,0.2982456140350877,0.0
TP9,0.0,0.6111111111111112,0.0,0.0,0.0,0.3888888888888889,0.0,0.0
P7,0.2831858407079646,0.0,0.2743362831858407,0.1504424778761062,0.0,0.0,0.2920353982300885,0.0
Cz,0.2571428571428571,0.0,0.2571428571428571,0.22857142857142856,0.0,0.0,0.2571428571428571,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
PO7,0.2644628099173554,0.0,0.256198347107438,0.14049586776859505,0.0,0.0,0.33884297520661155,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
