,Fp1,Fz,P8,TP10,AF7,PO8,P6,TP8
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.7376954255935148,0.0,0.06369426751592357,0.02026635784597568,0.06022003474232773,0.059640995946728434,0.05848291835552982
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.020042194092827006,0.0,0.24824191279887484,0.012834036568213783,0.23874824191279886,0.2419127988748242,0.23822081575246132
AF7,0.0,0.03597122302158273,0.0,0.0750256937307297,0.6957862281603289,0.06269270298047276,0.0698869475847893,0.06063720452209661
PO8,0.0,0.01907116369415504,0.0,0.2415680734592972,0.010418506092177291,0.24351050679851668,0.24298075225145682,0.24245099770439696
P6,0.0,0.018844663613948574,0.0,0.24321944346600916,0.011623811201127158,0.24128214159915462,0.24427615357520255,0.24075378654455795
TP8,0.0,0.01856763925729443,0.0,0.2412024756852343,0.010079575596816976,0.24279398762157384,0.24297082228116712,0.24438549955791336
