,Fp1,Fz,P8,TP10,PO8,P6,TP8,AF8
Fp1,0.22593068035943517,0.0,0.0,0.1951219512195122,0.19127086007702182,0.196405648267009,0.19127086007702182,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0853185595567867,0.0,0.0,0.2299168975069252,0.22659279778393351,0.23102493074792244,0.22714681440443213,0.0
PO8,0.08314977973568281,0.0,0.0,0.22742290748898678,0.2301762114537445,0.2301762114537445,0.2290748898678414,0.0
P6,0.08469945355191257,0.0,0.0,0.2278688524590164,0.2273224043715847,0.23224043715846995,0.2278688524590164,0.0
TP8,0.08324145534729879,0.0,0.0,0.22822491730981256,0.22877618522601983,0.23042998897464168,0.22932745314222713,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
