,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
inferiorparietal-rh,0.38,0.02,0.12,0.02,0.0,0.24,0.1,0.12
parsopercularis-lh,0.0,0.9310344827586207,0.06896551724137931,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.12,0.08,0.42,0.08,0.16,0.0,0.0,0.14
rostralmiddlefrontal-lh,0.058823529411764705,0.0,0.0392156862745098,0.4117647058823529,0.23529411764705882,0.0,0.0196078431372549,0.23529411764705882
rostralmiddlefrontal-rh,0.03508771929824561,0.0,0.14035087719298245,0.24561403508771928,0.3157894736842105,0.0,0.0,0.2631578947368421
superiorparietal-rh,0.24489795918367346,0.0,0.0,0.0,0.0,0.3877551020408163,0.2653061224489796,0.10204081632653061
superiortemporal-lh,0.06818181818181818,0.0,0.0,0.06818181818181818,0.0,0.25,0.45454545454545453,0.1590909090909091
supramarginal-lh,0.05,0.0,0.07,0.18,0.17,0.06,0.11,0.36
