,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.325,0.1,0.0,0.0,0.2,0.0,0.2,0.175
inferiorparietal-rh,0.09090909090909091,0.6666666666666666,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.06060606060606061
parsopercularis-lh,0.0,0.0,0.8928571428571429,0.0,0.0,0.10714285714285714,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.08695652173913043,0.5217391304347826,0.0,0.391304347826087,0.0,0.0
rostralmiddlefrontal-rh,0.1282051282051282,0.07692307692307693,0.0,0.0,0.4358974358974359,0.0,0.20512820512820512,0.15384615384615385
superiorfrontal-lh,0.0,0.0,0.22727272727272727,0.3181818181818182,0.0,0.45454545454545453,0.0,0.0
superiorparietal-rh,0.14545454545454545,0.07272727272727272,0.0,0.0,0.18181818181818182,0.0,0.3090909090909091,0.2909090909090909
superiortemporal-lh,0.125,0.0625,0.0,0.0,0.15625,0.0,0.265625,0.390625
