,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.25,0.00423728813559322,0.0,0.24152542372881355,0.0,0.1864406779661017,0.1694915254237288,0.1483050847457627
insula-rh,0.024390243902439025,0.4715447154471545,0.0,0.0,0.4065040650406504,0.0,0.0,0.0975609756097561
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.22916666666666666,0.0,0.0,0.25,0.0,0.20416666666666666,0.1875,0.12916666666666668
parahippocampal-rh,0.0,0.4854368932038835,0.0,0.0,0.47572815533980584,0.0,0.0,0.038834951456310676
rostralanteriorcingulate-lh,0.16216216216216217,0.0,0.0,0.18146718146718147,0.0,0.28957528957528955,0.2857142857142857,0.08108108108108109
rostralanteriorcingulate-rh,0.15139442231075698,0.0,0.0,0.17131474103585656,0.0,0.28286852589641437,0.32669322709163345,0.06772908366533864
temporalpole-rh,0.2138728323699422,0.057803468208092484,0.0,0.1907514450867052,0.011560693641618497,0.13872832369942195,0.11560693641618497,0.27167630057803466
