,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.27596899224806204,0.04806201550387597,0.0,0.2,0.040310077519379844,0.15968992248062017,0.13643410852713178,0.13953488372093023
insula-rh,0.08604651162790698,0.42790697674418604,0.0,0.10930232558139535,0.31627906976744186,0.03255813953488372,0.0,0.027906976744186046
isthmuscingulate-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.17908309455587393,0.06160458452722063,0.0,0.2722063037249284,0.024355300859598854,0.1977077363896848,0.15472779369627507,0.11031518624641834
parahippocampal-rh,0.06965174129353234,0.3333333333333333,0.0,0.0472636815920398,0.5124378109452736,0.014925373134328358,0.012437810945273632,0.009950248756218905
rostralanteriorcingulate-lh,0.13674033149171272,0.015193370165745856,0.0,0.17955801104972377,0.0055248618784530384,0.292817679558011,0.2610497237569061,0.10911602209944751
rostralanteriorcingulate-rh,0.1267387944358578,0.0,0.0,0.15765069551777433,0.00463678516228748,0.2797527047913447,0.31530139103554866,0.11591962905718702
temporalpole-rh,0.1744421906693712,0.02028397565922921,0.0,0.15212981744421908,0.004056795131845842,0.1643002028397566,0.15618661257606492,0.3286004056795132
