,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,supramarginal-lh
inferiorparietal-rh,0.5277777777777778,0.027777777777777776,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.1111111111111111
parsopercularis-lh,0.0,0.7021276595744681,0.14893617021276595,0.0,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.0
parstriangularis-rh,0.0,0.125,0.75,0.0,0.0,0.0,0.125,0.0
precentral-lh,0.0,0.0,0.0,0.6031746031746031,0.0,0.12698412698412698,0.12698412698412698,0.14285714285714285
superiorfrontal-lh,0.0594059405940594,0.019801980198019802,0.0,0.0,0.46534653465346537,0.2871287128712871,0.0,0.16831683168316833
superiorfrontal-rh,0.05405405405405406,0.018018018018018018,0.0,0.05405405405405406,0.21621621621621623,0.4774774774774775,0.0,0.18018018018018017
superiortemporal-lh,0.0,0.025,0.125,0.175,0.0,0.0,0.525,0.15
supramarginal-lh,0.024390243902439025,0.0,0.0,0.08536585365853659,0.14634146341463414,0.24390243902439024,0.04878048780487805,0.45121951219512196
