,inferiorparietal-rh,parsopercularis-lh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
inferiorparietal-rh,0.8260869565217391,0.043478260869565216,0.0,0.0,0.0,0.0,0.13043478260869565,0.0
parsopercularis-lh,0.045454545454545456,0.7727272727272727,0.045454545454545456,0.022727272727272728,0.0,0.0,0.045454545454545456,0.06818181818181818
precentral-lh,0.0,0.03614457831325301,0.4578313253012048,0.0,0.13253012048192772,0.0,0.25301204819277107,0.12048192771084337
superiorfrontal-lh,0.0,0.0,0.0,0.4166666666666667,0.0,0.25,0.16666666666666666,0.16666666666666666
superiorfrontal-rh,0.0,0.0,0.1625,0.0,0.55,0.0,0.1375,0.15
superiorparietal-rh,0.0,0.0,0.0,0.18604651162790697,0.0,0.627906976744186,0.13953488372093023,0.046511627906976744
superiortemporal-lh,0.056074766355140186,0.018691588785046728,0.19626168224299065,0.056074766355140186,0.08411214953271028,0.056074766355140186,0.40186915887850466,0.1308411214953271
supramarginal-lh,0.0,0.02666666666666667,0.14666666666666667,0.10666666666666667,0.13333333333333333,0.05333333333333334,0.22666666666666666,0.30666666666666664
