,inferiorparietal-rh,parsopercularis-lh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
inferiorparietal-rh,0.6166666666666667,0.0,0.06666666666666667,0.0,0.11666666666666667,0.05,0.1,0.05
parsopercularis-lh,0.0,0.7073170731707317,0.024390243902439025,0.0,0.024390243902439025,0.0,0.12195121951219512,0.12195121951219512
precentral-lh,0.09302325581395349,0.0,0.5,0.0,0.22093023255813954,0.0,0.0,0.18604651162790697
superiorfrontal-lh,0.0,0.0,0.014925373134328358,0.6716417910447762,0.0,0.19402985074626866,0.0,0.11940298507462686
superiorfrontal-rh,0.04854368932038835,0.02912621359223301,0.20388349514563106,0.0,0.33980582524271846,0.038834951456310676,0.0970873786407767,0.24271844660194175
superiorparietal-lh,0.07246376811594203,0.0,0.0,0.18840579710144928,0.08695652173913043,0.6231884057971014,0.0,0.028985507246376812
superiortemporal-lh,0.1,0.125,0.0,0.0,0.2,0.0,0.3,0.275
supramarginal-lh,0.009900990099009901,0.04950495049504951,0.18811881188118812,0.07920792079207921,0.21782178217821782,0.0,0.0891089108910891,0.36633663366336633
