,caudalanteriorcingulate-lh,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parstriangularis-rh,posteriorcingulate-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-lh,0.0,0.4444444444444444,0.16666666666666666,0.0,0.006172839506172839,0.2654320987654321,0.0,0.11728395061728394
caudalmiddlefrontal-rh,0.0,0.1337579617834395,0.6178343949044586,0.11464968152866242,0.0,0.1337579617834395,0.0,0.0
frontalpole-lh,0.0,0.0,0.18421052631578946,0.5526315789473685,0.0,0.0,0.0,0.2631578947368421
frontalpole-rh,0.0,0.10344827586206896,0.0,0.0,0.27586206896551724,0.3103448275862069,0.0,0.3103448275862069
parahippocampal-lh,0.0,0.17842323651452283,0.11203319502074689,0.0,0.03734439834024896,0.5684647302904564,0.0,0.1037344398340249
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
posteriorcingulate-rh,0.0,0.13690476190476192,0.0,0.09523809523809523,0.05357142857142857,0.18452380952380953,0.0,0.5297619047619048
