,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-rh,posteriorcingulate-rh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-rh,0.20444444444444446,0.03777777777777778,0.06666666666666667,0.15777777777777777,0.19333333333333333,0.19333333333333333,0.0,0.14666666666666667
frontalpole-lh,0.059233449477351915,0.3867595818815331,0.16376306620209058,0.05574912891986063,0.03484320557491289,0.041811846689895474,0.1986062717770035,0.059233449477351915
frontalpole-rh,0.07874015748031496,0.10236220472440945,0.3674540682414698,0.04461942257217848,0.08661417322834646,0.08398950131233596,0.15748031496062992,0.07874015748031496
isthmuscingulate-rh,0.18950437317784258,0.052478134110787174,0.04956268221574344,0.22157434402332363,0.1924198250728863,0.17784256559766765,0.0,0.11661807580174927
paracentral-rh,0.17894736842105263,0.021052631578947368,0.061052631578947365,0.14736842105263157,0.25473684210526315,0.1831578947368421,0.002105263157894737,0.15157894736842106
posteriorcingulate-rh,0.19189765458422176,0.0255863539445629,0.06609808102345416,0.14285714285714285,0.20042643923240938,0.208955223880597,0.0021321961620469083,0.16204690831556504
superiorfrontal-rh,0.011278195488721804,0.20676691729323307,0.24436090225563908,0.0,0.011278195488721804,0.011278195488721804,0.4548872180451128,0.06015037593984962
superiorparietal-lh,0.1574468085106383,0.031914893617021274,0.06382978723404255,0.10212765957446808,0.18085106382978725,0.1829787234042553,0.02127659574468085,0.25957446808510637
