,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.14803625377643503,0.1510574018126888,0.1419939577039275,0.03927492447129909,0.1148036253776435,0.14501510574018128,0.10574018126888217,0.1540785498489426
inferiorparietal-rh,0.12009803921568628,0.19852941176470587,0.11519607843137254,0.03431372549019608,0.11764705882352941,0.12990196078431374,0.14705882352941177,0.13725490196078433
parsopercularis-lh,0.15,0.15,0.146875,0.034375,0.1125,0.14375,0.109375,0.153125
parstriangularis-rh,0.06918238993710692,0.07547169811320754,0.05660377358490566,0.4716981132075472,0.11949685534591195,0.09433962264150944,0.025157232704402517,0.0880503144654088
superiortemporal-lh,0.11550151975683891,0.14285714285714285,0.1094224924012158,0.057750759878419454,0.20972644376899696,0.11854103343465046,0.12158054711246201,0.12462006079027356
superiortemporal-rh,0.13256484149855907,0.14697406340057637,0.12680115273775217,0.04899135446685879,0.12103746397694524,0.17002881844380405,0.09221902017291066,0.16138328530259366
supramarginal-lh,0.11708860759493671,0.20253164556962025,0.11708860759493671,0.0189873417721519,0.12658227848101267,0.10759493670886076,0.1930379746835443,0.11708860759493671
supramarginal-rh,0.13687150837988826,0.14804469273743018,0.13128491620111732,0.0446927374301676,0.11452513966480447,0.16201117318435754,0.09776536312849161,0.164804469273743
