,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.2694651320243737,0.1002031144211239,0.11577522004062288,0.17467840216655384,0.014895057549085985,0.11374407582938388,0.13676371022342587,0.07447528774542993
frontalpole-lh,0.16481069042316257,0.289532293986637,0.08129175946547884,0.08351893095768374,0.0,0.08129175946547884,0.12583518930957685,0.17371937639198218
frontalpole-rh,0.17610710607621008,0.07518022657054584,0.19876416065911431,0.05870236869207003,0.03192584963954686,0.1874356333676622,0.15859938208032956,0.11328527291452112
lateraloccipital-lh,0.2654320987654321,0.07716049382716049,0.05864197530864197,0.34156378600823045,0.0257201646090535,0.05246913580246913,0.12962962962962962,0.04938271604938271
lateraloccipital-rh,0.06535947712418301,0.0,0.09477124183006536,0.07516339869281045,0.5261437908496732,0.058823529411764705,0.13071895424836602,0.049019607843137254
medialorbitofrontal-lh,0.17970401691331925,0.07716701902748414,0.1945031712473573,0.056025369978858354,0.021141649048625793,0.2040169133192389,0.1511627906976744,0.11627906976744186
medialorbitofrontal-rh,0.1782178217821782,0.0999099909990999,0.13681368136813682,0.11341134113411341,0.037803780378037805,0.1269126912691269,0.2079207920792079,0.09900990099009901
rostralanteriorcingulate-rh,0.125,0.17272727272727273,0.125,0.056818181818181816,0.019318181818181818,0.125,0.125,0.25113636363636366
