,cuneus-rh,frontalpole-rh,inferiorparietal-lh,inferiortemporal-rh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,temporalpole-rh
cuneus-rh,0.8857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0
frontalpole-rh,0.0,0.7659574468085106,0.0,0.10638297872340426,0.1276595744680851,0.0,0.0,0.0
inferiorparietal-lh,0.0,0.0,0.5774647887323944,0.0,0.4225352112676056,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.07692307692307693,0.0,0.7384615384615385,0.0,0.015384615384615385,0.0,0.16923076923076924
lateraloccipital-lh,0.0,0.08536585365853659,0.36585365853658536,0.0,0.5,0.0,0.04878048780487805,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.0,0.0,0.8923076923076924,0.0,0.1076923076923077
pericalcarine-lh,0.047619047619047616,0.0,0.047619047619047616,0.0,0.15873015873015872,0.0,0.746031746031746,0.0
temporalpole-rh,0.0,0.0,0.0,0.06944444444444445,0.0,0.1111111111111111,0.0,0.8194444444444444
