,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,lingual-lh,medialorbitofrontal-lh,parsorbitalis-lh,pericalcarine-lh,transversetemporal-lh
frontalpole-lh,0.7878787878787878,0.0,0.030303030303030304,0.0,0.18181818181818182,0.0,0.0,0.0
frontalpole-rh,0.024390243902439025,0.47560975609756095,0.0,0.0,0.24390243902439024,0.17073170731707318,0.08536585365853659,0.0
lateraloccipital-lh,0.0,0.0,0.5056179775280899,0.07865168539325842,0.0,0.0,0.12359550561797752,0.29213483146067415
lingual-lh,0.0,0.0,0.2222222222222222,0.6111111111111112,0.0,0.0,0.037037037037037035,0.12962962962962962
medialorbitofrontal-lh,0.06818181818181818,0.23863636363636365,0.011363636363636364,0.0,0.48863636363636365,0.11363636363636363,0.07954545454545454,0.0
parsorbitalis-lh,0.0,0.2465753424657534,0.0,0.0,0.1643835616438356,0.5616438356164384,0.0273972602739726,0.0
pericalcarine-lh,0.0,0.07317073170731707,0.08536585365853659,0.0,0.06097560975609756,0.0,0.6341463414634146,0.14634146341463414
transversetemporal-lh,0.0,0.0,0.24719101123595505,0.011235955056179775,0.0,0.0,0.1797752808988764,0.5617977528089888
