,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.3148148148148148,0.14814814814814814,0.018518518518518517,0.05555555555555555,0.12962962962962962,0.12962962962962962,0.16666666666666666,0.037037037037037035
caudalmiddlefrontal-rh,0.09230769230769231,0.3384615384615385,0.0,0.0,0.18461538461538463,0.18461538461538463,0.2,0.0
parstriangularis-rh,0.23076923076923078,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.13793103448275862,0.0,0.0,0.6206896551724138,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.034482758620689655
postcentral-rh,0.12903225806451613,0.24193548387096775,0.0,0.03225806451612903,0.20967741935483872,0.16129032258064516,0.22580645161290322,0.0
rostralmiddlefrontal-lh,0.07042253521126761,0.15492957746478872,0.0,0.028169014084507043,0.09859154929577464,0.4647887323943662,0.1267605633802817,0.056338028169014086
superiorparietal-lh,0.15,0.21666666666666667,0.0,0.03333333333333333,0.16666666666666666,0.18333333333333332,0.23333333333333334,0.016666666666666666
supramarginal-lh,0.08333333333333333,0.041666666666666664,0.0,0.0,0.041666666666666664,0.16666666666666666,0.0,0.6666666666666666
