,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.7368421052631579,0.0,0.0,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.0,0.0
parstriangularis-rh,0.0,0.7037037037037037,0.0,0.0,0.0,0.0,0.25925925925925924,0.037037037037037035
postcentral-lh,0.0,0.0,0.8125,0.0,0.0,0.0,0.1875,0.0
postcentral-rh,0.06818181818181818,0.0,0.0,0.22727272727272727,0.2727272727272727,0.2727272727272727,0.045454545454545456,0.11363636363636363
rostralmiddlefrontal-lh,0.075,0.0,0.0,0.15,0.375,0.225,0.05,0.125
superiorparietal-lh,0.045454545454545456,0.0,0.0,0.20454545454545456,0.29545454545454547,0.2727272727272727,0.045454545454545456,0.13636363636363635
superiortemporal-lh,0.0,0.20454545454545456,0.11363636363636363,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.4090909090909091,0.1590909090909091
supramarginal-lh,0.0,0.06818181818181818,0.0,0.09090909090909091,0.11363636363636363,0.13636363636363635,0.18181818181818182,0.4090909090909091
