,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.1347222213710181,0.008581414217062973,0.008597016788366723,0.00853460650315172,0.00853460650315172,0.008612619359670474,0.008612619359670474,0.008597016788366723,0.025781959505224335,0.008581414217062973,0.008597016788366723,0.021997180454487834,0.008597016788366723,0.02270314573373607,0.008550209074455471,0.008581414217062973,0.008597016788366723,0.0,0.008612619359670474,0.008550209074455471,0.008581414217062973,0.03213962426965411,0.012601981061798134,0.008628221930974225,0.013097835118972289,0.014672086044886581,0.008597016788366723,0.008612619359670474,0.008597016788366723,0.01144557133653924,0.11783722595781658,0.02155681000909801,0.008581414217062973,0.06547099387510977,0.008581414217062973,0.008597016788366723,0.008597016788366723,0.008597016788366723,0.008581414217062973,0.008597016788366723,0.008628221930974225,0.014793829512465356,0.014863166471111034,0.015421430813500194,0.008581414217062973,0.0150989542651097,0.014034059621536268,0.008597016788366723,0.008597016788366723,0.008628221930974225,0.008597016788366723,0.008581414217062973,0.008597016788366723,0.02610443605361483,0.008581414217062973,0.008597016788366723,0.008628221930974225,0.008581414217062973,0.04249532663408462,0.008565811645759222,0.008581414217062973,0.010934114708061335
Fz,0.008628491184272117,0.10716487543494208,0.0251918016623899,0.008519269776876268,0.008519269776876268,0.02378000633578727,0.008922102721001591,0.008597285067873304,0.01179250254880507,0.01382272706526546,0.008597285067873304,0.008597285067873304,0.008597285067873304,0.0278379593940301,0.029149179163667716,0.008566078951474489,0.008597285067873304,0.0,0.030360981302737317,0.03925018926467782,0.05288683755794738,0.00861288812607271,0.00861288812607271,0.025444753900274043,0.008597285067873304,0.008519269776876268,0.008597285067873304,0.008628491184272117,0.025088730130746938,0.008566078951474489,0.009874802746434156,0.014528624728566775,0.008566078951474489,0.008581682009673896,0.016811801482911306,0.008597285067873304,0.008597285067873304,0.015709220751237558,0.016811801482911306,0.008597285067873304,0.02534168236863108,0.003526291153066001,0.003697924793259479,0.0037447339678577003,0.03412781879892862,0.003729130909658293,0.008628491184272117,0.008597285067873304,0.008597285067873304,0.008644094242471525,0.02837141608512226,0.028062201490193374,0.008597285067873304,0.00861288812607271,0.012601471743749343,0.022408870308029974,0.014740917667605585,0.039400069970919,0.008581682009673896,0.024423491766290953,0.012276654090621057,0.008566078951474489
F3,0.008492963858409273,0.0125121795128814,0.042157816094792105,0.011158761347315384,0.010879630206430284,0.02156274023485091,0.01980194926572186,0.016214118101708523,0.014752213171527789,0.01356518259339961,0.01800590528929892,0.016198619992477847,0.025917458806931765,0.0042154857107432895,0.01576723550201906,0.014098069316907526,0.016214118101708523,0.0,0.017162891206444555,0.017365895672542812,0.010418613368876669,0.014802964288052351,0.016198619992477847,0.013639945396819932,0.016229616210939195,0.019025184408622733,0.015798231720480404,0.01604636664290416,0.03533741158243737,0.013539807035137328,0.008384477093794557,0.008539458186101296,0.01544297390480846,0.013692060384711019,0.021812239028641184,0.01859942057836301,0.015843362176805903,0.019680692134609518,0.017473018565791004,0.016229616210939195,0.01601537042444281,0.008533917753629673,0.008704396955167086,0.008725515724596825,0.01960456545982267,0.008735393173628432,0.018340044335541126,0.016214118101708523,0.016214118101708523,0.018867310398849976,0.016229616210939195,0.011966522422875858,0.01859942057836301,0.014726837613265507,0.024958808253164128,0.030668308862177522,0.015669990057802473,0.01648337179356201,0.008430971421486579,0.016518624800855905,0.02275113468434561,0.020264329974641997
F7,0.00847695766204571,0.008461346321968278,0.01494005245410266,0.08194392406644187,0.07640189833895342,0.008617459722742601,0.008570625702510304,0.008586237042587735,0.010194205070563258,0.008617459722742601,0.008601848382665167,0.008570625702510304,0.015064943174722118,0.00416822780067441,0.014190708130385914,0.03195641313850381,0.008586237042587735,0.0,0.011068440114899464,0.02736667915573873,0.05006556762832522,0.008570625702510304,0.008570625702510304,0.008523791682278006,0.008601848382665167,0.008664293742974897,0.008601848382665167,0.008570625702510304,0.014284376170850505,0.008601848382665167,0.008367678281503685,0.04169788934682153,0.008601848382665167,0.008601848382665167,0.016360684401148996,0.008586237042587735,0.022246159610340953,0.010475209191957036,0.008601848382665167,0.016719745222929936,0.00853940302235544,0.0036998875983514424,0.003871612339203197,0.003918446359435494,0.018155988510053702,0.0039028350193580615,0.008555014362432872,0.008586237042587735,0.008586237042587735,0.023510678156612962,0.008601848382665167,0.008601848382665167,0.008586237042587735,0.01562695141750968,0.008601848382665167,0.024462969901336333,0.03637442238041713,0.04775508929686524,0.00841451230173598,0.03980891719745223,0.04553827900586986,0.008601848382665167
FT9,0.008475634501919896,0.008460025598601442,0.013853695949380785,0.07263837357666719,0.09201035345730424,0.008553679018512159,0.008569287921830612,0.008584896825149065,0.01242868704307512,0.00861611463178597,0.008600505728467519,0.008569287921830612,0.013913071320476852,0.00416757718602691,0.014688011386903496,0.03448816752635375,0.008584896825149065,0.0,0.010113047570328415,0.025613079668580258,0.04956951178475537,0.008569287921830612,0.008569287921830612,0.008522461211875254,0.008600505728467519,0.008678550245059782,0.008600505728467519,0.008569287921830612,0.014181790611498038,0.008600505728467519,0.008366372178690726,0.04250078238214537,0.008600505728467519,0.008600505728467519,0.015147405452353598,0.008584896825149065,0.023710007551328294,0.009550511666004628,0.008600505728467519,0.01679430693972509,0.008538070115193707,0.0037149189897917774,0.0038866169262947586,0.003933443636250117,0.017684937506166128,0.003917834732931664,0.008553679018512159,0.008584896825149065,0.008584896825149065,0.02152566748191444,0.008600505728467519,0.008600505728467519,0.008584896825149065,0.012844314640747605,0.008600505728467519,0.023681849986869133,0.03761639304894924,0.04713512156981652,0.008413198888646084,0.04391630286948807,0.0406350485558858,0.008600505728467519
FC5,0.008513141194316317,0.01236639274510884,0.02221326902936909,0.008624140760820923,0.008544098071386558,0.03401742773064187,0.022480077994150305,0.01838669837505469,0.016183386425313594,0.01864923135924379,0.018279974789142204,0.018611348004822663,0.023200462199059593,0.008883568145816208,0.021499811301810688,0.015180714817087972,0.01819993209970784,0.0,0.023093738613147105,0.016617207246314422,0.013499818338966307,0.016370152700660445,0.018611348004822663,0.012721796360508658,0.02078797905808564,0.015561173845132555,0.020014233060220113,0.017677516628088405,0.021695129538341778,0.013579861028400673,0.008404792124570473,0.008528619632851437,0.01947633915006556,0.014929384290841875,0.02033012783736545,0.01949181758860068,0.017784240214000893,0.021134830712301222,0.015687651850172284,0.018973678097573367,0.01481838472433727,0.003590997740147974,0.0037612605640343004,0.003807695879639662,0.02225115238379021,0.0037922174411045414,0.02025008514793109,0.018146570306751597,0.01819993209970784,0.019712191237776535,0.020825862412506765,0.017143898698525974,0.020505691654769304,0.01623674821826984,0.019358413106210073,0.024523304565022677,0.01595018483436138,0.013888829328195131,0.008451227440175835,0.011963528801178252,0.0175553146036408,0.01646139784803781
FC1,0.008498715130499396,0.008580002725525246,0.022751974012960266,0.008560636552215239,0.008560636552215239,0.02525246036935635,0.031203041686013615,0.021412703062021893,0.017365224770975875,0.014896994398064729,0.022428118905483886,0.021235942789168252,0.022913253930384944,0.004226137032106257,0.019220591457673228,0.0169936333245856,0.02118691117762734,0.0,0.02062307910295446,0.011930739190077592,0.00860707761850212,0.0189780239452227,0.021752038524927235,0.013673857570891176,0.01991215219365884,0.014721529397838102,0.019750872276234156,0.02042954320204484,0.02217007103760439,0.012316515719269814,0.008390352642496672,0.008529675841357318,0.01883222438322698,0.016686553845165195,0.018961248317166723,0.02099337527671772,0.01904253591219257,0.019073496623050492,0.01434864267882081,0.020783063747752125,0.01681816832435897,0.0036069228149478313,0.0037772067246663985,0.00382364779095328,0.020154719706109374,0.0038081674355243196,0.024736364633597366,0.021122399210657464,0.02118691117762734,0.02125401368985124,0.02107336759911655,0.01380029095957689,0.025122141162789588,0.01823613632506916,0.01989667183822988,0.019718616292749222,0.016125312315746345,0.00860707761850212,0.008436793708783554,0.00859159726307316,0.015606626034733331,0.01870320044928723
C3,0.008489806035818306,0.008474313689037616,0.018424761433158143,0.008582760116502448,0.008582760116502448,0.020515918197634857,0.021551818707680855,0.02844683705841151,0.016219363144810546,0.015047933667706927,0.024841526245218536,0.021880982631314827,0.02069599250623253,0.004213918324347772,0.019098581627206773,0.017962000241268566,0.02262063561009025,0.0,0.021650567884771044,0.012021557269076423,0.008613744810063828,0.020169330228418183,0.021979731808405015,0.014494150093935228,0.019936983783072387,0.01486979105791127,0.01901532479689727,0.021453069530590667,0.0187190772656267,0.01812658220308555,0.008381359608353473,0.008536283076160377,0.013913283980570741,0.017632836317634598,0.020364896883796547,0.015411945682506312,0.01984016630478421,0.020068649352525975,0.015262856067470017,0.021977800109603,0.01592504731234199,0.003625209146681539,0.003795624961269133,0.0038421020016112042,0.020595311630340327,0.0038266096548305135,0.026539618000136503,0.022554802825363453,0.02262063561009025,0.018082036861545497,0.022175298463783383,0.014703277397292268,0.026998515794422046,0.01921475484987967,0.016711177331459486,0.016546595369642498,0.017061628698280193,0.008613744810063828,0.014155288919926618,0.008613744810063828,0.01600250904624544,0.019706569036528607
T7,0.014348343047121796,0.009641486913199764,0.01712210771661519,0.009487561988336893,0.010933770101211673,0.018623364457472695,0.018145035406209542,0.016749598771172138,0.04396514122631537,0.011368271483577415,0.02290266301796895,0.023541860803034942,0.016698827293334766,0.0042154857107432895,0.014970432231606368,0.017788024569997167,0.018654360675934047,0.0,0.01754538813989561,0.009397239991747462,0.008616948732254664,0.029820520415027887,0.01934432993883741,0.00952711250708895,0.01979860658057918,0.014672747173522079,0.018987319102625036,0.017792301720142525,0.01743529088393015,0.012320652435958368,0.016673718716369513,0.01210206841537819,0.011685731801037734,0.01902259247123174,0.018564038679344613,0.013328082016322053,0.02121381847499261,0.02128008806206066,0.019586966368938967,0.02053934732131992,0.011588465995508336,0.009325345165032722,0.009460550997963434,0.009683412168688964,0.01616544961408888,0.009562093953638186,0.023314722482164055,0.018689634044540746,0.018619087307327344,0.020885137198446972,0.01761165772696366,0.017400017515323447,0.020312209000449034,0.026575370503211307,0.017012010460649728,0.01687091698622292,0.017005066651709762,0.008616948732254664,0.011817214807729966,0.008601450623023992,0.014613421395393993,0.017858571307210573
TP9,0.008481158159619745,0.010393696044807442,0.01624729387674571,0.008620957469943149,0.008620957469943149,0.02331447093719114,0.01624729387674571,0.016262827133448312,0.011722228951901137,0.04875631593378198,0.01442898602956226,0.01624729387674571,0.01624729387674571,0.008325560328038422,0.021700156422718782,0.0130911407474343,0.016262827133448312,0.0,0.017821229502778604,0.018119452873493945,0.012068082590512917,0.014201177562902949,0.01624729387674571,0.01368239710498528,0.030758568149653547,0.023234743658100854,0.023124980363394006,0.016129248704793243,0.01627836039015091,0.03146683918136835,0.008372425362701543,0.008543291186430147,0.03673952352857855,0.01246156649702114,0.019599158461522593,0.032671106034841246,0.019670603863367258,0.021747786690615223,0.014901166717372127,0.01627836039015091,0.015075124034466663,0.003665848581813663,0.003836714405542266,0.0038833141756500667,0.0190720961263593,0.0038677809189474666,0.015444792807026663,0.016262827133448312,0.016262827133448312,0.012816732510667186,0.01655379912470667,0.014625727982816372,0.021574859871309332,0.01408313239095048,0.017773599234882163,0.02025254784588397,0.016043300544034623,0.011753295465306337,0.016052612919068888,0.009187368195757262,0.018434239998700523,0.014389637638911438
