,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,precentral-lh,precentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.54,0.02,0.0,0.02,0.18,0.0,0.08,0.16
parstriangularis-rh,0.0,0.15294117647058825,0.1411764705882353,0.15294117647058825,0.11764705882352941,0.15294117647058825,0.15294117647058825,0.12941176470588237
postcentral-rh,0.0,0.12195121951219512,0.17073170731707318,0.13414634146341464,0.0975609756097561,0.15853658536585366,0.17073170731707318,0.14634146341463414
precentral-lh,0.0,0.13636363636363635,0.14772727272727273,0.17045454545454544,0.11363636363636363,0.1590909090909091,0.14772727272727273,0.125
precentral-rh,0.05172413793103448,0.10344827586206896,0.08620689655172414,0.10344827586206896,0.2672413793103448,0.09482758620689655,0.1206896551724138,0.1724137931034483
superiortemporal-lh,0.0,0.13095238095238096,0.15476190476190477,0.14285714285714285,0.10714285714285714,0.20238095238095238,0.14285714285714285,0.11904761904761904
superiortemporal-rh,0.017391304347826087,0.09565217391304348,0.1391304347826087,0.10434782608695652,0.11304347826086956,0.11304347826086956,0.24347826086956523,0.17391304347826086
supramarginal-rh,0.04,0.096,0.112,0.096,0.136,0.096,0.184,0.24
