,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.6624472573839663,0.13642756680731363,0.0,0.04922644163150492,0.06047819971870605,0.05625879043600562,0.03234880450070324,0.0028129395218002813
frontalpole-rh,0.14249037227214378,0.5789473684210527,0.0,0.023106546854942234,0.06675224646983312,0.14120667522464697,0.02053915275994865,0.026957637997432605
isthmuscingulate-rh,0.0,0.0,0.6835443037974683,0.1189873417721519,0.07088607594936709,0.060759493670886074,0.007594936708860759,0.05822784810126582
parahippocampal-lh,0.05128205128205128,0.016194331983805668,0.0728744939271255,0.5452091767881242,0.19163292847503374,0.058029689608636977,0.048582995951417005,0.016194331983805668
parsorbitalis-rh,0.06312769010043041,0.06743185078909612,0.03443328550932568,0.21377331420373027,0.47776183644189385,0.04160688665710186,0.03873744619799139,0.06312769010043041
rostralanteriorcingulate-rh,0.06286549707602339,0.17251461988304093,0.03654970760233918,0.06578947368421052,0.04532163742690058,0.5847953216374269,0.03216374269005848,0.0
temporalpole-lh,0.04380952380952381,0.02666666666666667,0.0019047619047619048,0.05714285714285714,0.04380952380952381,0.049523809523809526,0.7561904761904762,0.02095238095238095
temporalpole-rh,0.0,0.0539906103286385,0.04460093896713615,0.018779342723004695,0.0892018779342723,0.0,0.02112676056338028,0.7723004694835681
