,entorhinal-lh,entorhinal-rh,inferiortemporal-rh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,transversetemporal-rh
entorhinal-lh,0.4224137931034483,0.22413793103448276,0.05172413793103448,0.034482758620689655,0.06896551724137931,0.02586206896551724,0.1724137931034483,0.0
entorhinal-rh,0.1640625,0.4375,0.1171875,0.015625,0.03125,0.046875,0.1875,0.0
inferiortemporal-rh,0.018018018018018018,0.06306306306306306,0.43243243243243246,0.09009009009009009,0.0,0.14414414414414414,0.25225225225225223,0.0
lateralorbitofrontal-lh,0.11627906976744186,0.046511627906976744,0.06976744186046512,0.5232558139534884,0.11627906976744186,0.023255813953488372,0.03488372093023256,0.06976744186046512
medialorbitofrontal-rh,0.09090909090909091,0.07792207792207792,0.0,0.09090909090909091,0.5974025974025974,0.0,0.0,0.14285714285714285
parahippocampal-lh,0.0,0.061224489795918366,0.16326530612244897,0.061224489795918366,0.0,0.6224489795918368,0.09183673469387756,0.0
parahippocampal-rh,0.10810810810810811,0.11486486486486487,0.22297297297297297,0.033783783783783786,0.0,0.0945945945945946,0.42567567567567566,0.0
transversetemporal-rh,0.0,0.0,0.0,0.029850746268656716,0.22388059701492538,0.0,0.029850746268656716,0.7164179104477612
