,Fp1,F3,F7,FT9,FC5,FC6,FT7,AF8
Fp1,0.5902841429880843,0.0,0.0,0.0,0.0,0.0,0.0,0.40971585701191565
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4168241965973535,0.0,0.0,0.0,0.0,0.0,0.0,0.5831758034026465
