,Fp1,F3,F7,FT9,FC5,FC6,FT7,AF8
Fp1,0.4943820224719101,0.0,0.0,0.0,0.0,0.0,0.0,0.5056179775280899
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.9074074074074074
