,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.6044776119402985,0.03731343283582089,0.08955223880597014,0.029850746268656716,0.03731343283582089,0.0,0.13432835820895522,0.06716417910447761
frontalpole-rh,0.03333333333333333,0.8,0.0,0.0,0.0,0.022222222222222223,0.06666666666666667,0.07777777777777778
medialorbitofrontal-lh,0.02531645569620253,0.0,0.5253164556962026,0.0,0.1518987341772152,0.12025316455696203,0.0759493670886076,0.10126582278481013
parahippocampal-lh,0.03773584905660377,0.0,0.0,0.9528301886792453,0.0,0.0,0.0,0.009433962264150943
parsorbitalis-lh,0.013333333333333334,0.008888888888888889,0.1111111111111111,0.0,0.5511111111111111,0.12,0.16,0.035555555555555556
rostralanteriorcingulate-lh,0.013333333333333334,0.0,0.12,0.0,0.16,0.52,0.18666666666666668,0.0
rostralanteriorcingulate-rh,0.09248554913294797,0.057803468208092484,0.028901734104046242,0.0,0.2023121387283237,0.09826589595375723,0.5202312138728323,0.0
temporalpole-lh,0.09016393442622951,0.02459016393442623,0.09836065573770492,0.02459016393442623,0.04918032786885246,0.0,0.0,0.7131147540983607
