,entorhinal-lh,entorhinal-rh,insula-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-lh,0.275,0.15833333333333333,0.03333333333333333,0.20833333333333334,0.025,0.15,0.008333333333333333,0.14166666666666666
entorhinal-rh,0.1262135922330097,0.4563106796116505,0.0,0.18446601941747573,0.05825242718446602,0.06796116504854369,0.04854368932038835,0.05825242718446602
insula-lh,0.023809523809523808,0.0,0.6428571428571429,0.11904761904761904,0.09523809523809523,0.09523809523809523,0.023809523809523808,0.0
lateralorbitofrontal-lh,0.1347517730496454,0.14893617021276595,0.07801418439716312,0.2695035460992908,0.09219858156028368,0.16312056737588654,0.06382978723404255,0.04964539007092199
medialorbitofrontal-lh,0.0,0.043010752688172046,0.03225806451612903,0.07526881720430108,0.41935483870967744,0.043010752688172046,0.3870967741935484,0.0
rostralanteriorcingulate-lh,0.12280701754385964,0.07894736842105263,0.07017543859649122,0.21052631578947367,0.08771929824561403,0.34210526315789475,0.05263157894736842,0.03508771929824561
rostralanteriorcingulate-rh,0.0,0.03529411764705882,0.0,0.047058823529411764,0.3764705882352941,0.023529411764705882,0.5176470588235295,0.0
temporalpole-rh,0.25842696629213485,0.1348314606741573,0.0,0.12359550561797752,0.0,0.06741573033707865,0.0,0.4157303370786517
